Gene ID,GSM7587683,GSM7587684,GSM7587685,GSM7587686,GSM7587687,GSM7587688,GSM7587689,GSM7587690,GSM7587691,GSM7587692,GSM7587693,GSM7587694,GSM7587695,GSM7587696,GSM7587697,GSM7587698,GSM7587699,GSM7587700,GSM7587701,GSM7587702,GSM7587703,GSM7587704,GSM7587705,GSM7587706,GSM7587707,GSM7587708,GSM7587709,GSM7587710,GSM7587711,GSM7587712,GSM7587713,GSM7587714,GSM7587715,GSM7587716
IL4,6.437968708,7.179966684,4.237784198,4.182437624,4.601022198,4.964039968,8.49429166,3.971096892,4.91984024,6.550126298,6.084159725,5.982973243,6.020647207,4.964704273,6.555722403,4.601561441,4.377905388,4.591644396,4.165112876,6.579395097,4.44817039,4.154514046,5.128306449,4.825614872,4.999523108,3.316831652,3.443656567,4.152708073,4.32015512,3.766695236,3.953917621,4.601241675,5.413832513,5.280764199
IL4R,10.6477497,10.1320567,10.6351023,10.44922417,10.55218019,10.54588986,9.67520063,10.70749882,11.10830119,10.10144596,10.53819136,10.10136794,10.9261227,10.65958447,10.59176515,11.03292278,10.89013227,11.09885174,10.9724678,10.85867885,11.24907029,10.28894037,11.08160751,11.48320517,10.85381434,10.10020771,10.47707957,10.31459576,10.58342432,10.82125433,10.41334924,11.347756,11.37305127,11.42372215
IL5,6.891879099,8.019075495,5.460176619,4.97890423,4.399388337,4.565490592,8.475081056,5.462949989,3.38378734,8.135088799,6.836849671,7.258607686,5.887380676,4.812701179,7.589669735,4.325926998,4.734049198,5.229074316,5.165112876,7.150282413,4.632594961,4.402441559,5.285847726,5.109407838,5.670900361,3.616391934,4.202648467,3.918242819,4.843717076,4.029729642,4.134489866,4.87426017,5.011734069,5.339657888
IL5RA,6.531835632,7.927046356,5.652821697,5.326827534,5.749885584,5.463610978,8.561405856,6.037186083,4.869214167,8.129963767,7.013276239,7.68924204,6.840074961,6.134629274,7.763317822,5.077999485,5.193480817,4.881151013,4.917185363,6.835409075,4.846719766,5.198908165,5.012829232,5.256249226,4.704067224,4.570588244,5.202648467,4.960062995,4.905117621,4.90419876,5.40457903,4.539841131,4.663810766,5.339657888
IL6,5.497347256,5.03519516,6.010373702,5.689397613,5.53689186,5.860946475,5.324366658,5.925293203,6.748359772,5.387854869,5.064260167,5.398010743,6.503039974,5.772059195,6.430191521,6.435551489,6.722733885,5.537196612,5.561041552,8.447483422,6.415003526,5.709102898,6.012829232,9.608114605,7.051990528,5.008709357,5.169481603,6.612139691,5.96401131,6.269195576,6.489970521,6.836458137,6.985738861,6.423722152
IL6R,9.913838352,9.760087922,9.728300846,9.924614075,7.65488907,8.656805758,9.063906196,9.827522421,8.83004357,8.62124629,8.642528016,8.24284037,8.521899001,8.719591775,8.686966936,8.330664917,9.680955473,9.955697966,10.14359756,10.13129931,9.894125776,9.844512017,9.974761191,9.907532434,10.05037948,9.512724338,10.01584663,10.01689422,10.01189864,10.04591888,9.373456512,10.27719871,9.783695085,10.41004722
IL6ST,12.1656604,12.49152676,12.88058804,13.35091182,12.99408616,13.12425915,13.71760387,13.05872547,13.46033575,13.14988091,13.16521446,13.50845971,13.74516106,13.59478934,13.49334143,13.11468825,12.50099214,12.84413463,12.83697979,12.67773386,12.54308779,12.86057831,13.06177014,13.18106173,12.43662012,12.25052231,12.48046419,13.05794463,12.69546612,12.52447413,12.46725044,12.64768362,11.94204901,12.74870933
IL7,8.776770622,9.025141496,8.027861128,7.995206043,8.412850596,8.083338897,9.646294753,7.889960129,8.347261464,8.893382903,8.594774884,8.884792849,8.619684893,8.093987289,8.957820846,7.819466471,7.670687137,7.663305381,7.546541983,8.69379447,7.625363392,7.294065398,6.820184154,7.65078107,7.353160063,7.52328253,7.754444104,7.298385528,7.034400638,7.941953682,6.774947479,7.570868026,7.535296025,6.673081621
IL7R,10.66597894,11.81363739,11.55444286,12.99706225,12.26759356,11.49515249,13.255104,12.3426013,11.92100574,11.82803193,12.17510594,12.58445083,13.60649344,12.5269467,12.87119548,11.38235081,10.85039316,12.24747323,12.29168151,12.15850962,11.27587396,12.15627407,12.36891434,12.1238269,12.14776428,10.75145988,12.1536682,10.79728543,12.11091087,10.92185078,11.96402607,12.12251494,11.53809357,13.04065238
IL8,8.587545065,8.593190613,6.339322224,6.675977097,8.699512061,10.88495745,8.561405856,7.510255703,5.968749841,8.214705967,7.486792203,7.891550215,7.977578485,7.525419227,8.908238817,7.577845372,7.913958288,7.870179895,6.409038459,10.76248841,7.188411116,6.263038503,11.2018301,9.002492634,10.43816097,5.766139053,6.5887069,8.70422409,8.682098894,4.947267481,9.747466743,9.545709729,10.46999419,7.695801698
IL9,4.40113194,5.474079401,3.90074921,2.934510111,3.247385243,3.275983975,6.455611192,4.141021894,3.968749841,4.902428042,5.448924018,5.576347984,4.977578485,4.730239019,6.485333075,3.98489008,2.734049198,3.296188512,3.502147863,4.53675076,3.573701272,2.739476547,3.235221653,4.109407838,3.051990528,2.938320029,2.743216849,3.6381349,3.905117621,2.85980464,3.047027025,1.016279175,2.789341648,3.017729793
ILF3,12.26403645,12.05064119,12.24411028,12.25079164,12.07428677,12.5077385,12.08781617,12.2711634,12.58762472,12.15698429,12.22609188,12.09296423,12.37716391,12.37324631,12.30039609,12.60425418,12.4177018,12.57210136,12.39215875,12.21454086,12.60137693,12.29278585,12.29321338,12.39481006,12.54813098,12.25324309,12.14516297,12.14110874,12.16211252,12.52868962,12.12016441,12.57326413,12.80266432,12.67701219
INPP5D,11.10825302,10.62415959,11.41935061,11.64488608,9.938547148,11.58735388,11.74823292,11.45390485,12.03555661,10.90992258,10.8087203,11.23754607,12.10310937,10.86557108,11.76610384,11.93520296,11.6776629,11.51139056,11.12724785,11.44604385,11.6969605,11.09115198,11.59025806,12.16197589,11.47825528,10.40836875,11.49768684,10.34549403,10.98193322,10.98457218,10.94487248,11.41662497,11.67706999,10.94964918
IRAK1,10.72802629,10.23159237,10.37049812,10.23142632,10.75517988,10.35754138,9.87162845,10.40988874,10.22425057,9.867442684,10.20153598,10.07934164,10.06504133,10.5511688,10.00889503,10.14946185,10.30485364,10.37008663,10.64084631,10.47597734,10.593292,10.38092624,10.38060798,10.39744994,10.4913762,10.95345627,10.55699804,10.38440927,10.6307679,10.67678826,10.41116168,10.57947545,10.53865243,10.6383162
IRAK2,7.800538788,7.444208872,8.005968522,8.177684094,9.330125674,8.330060647,7.568673856,8.165853747,8.342630015,7.632162067,7.054206503,7.815419146,8.213955136,7.573513515,8.63101053,8.100367298,8.117753491,8.512713926,8.126638728,8.159681111,8.618095391,7.198908165,7.895472281,8.420993988,8.463804126,7.092125365,7.887875091,7.808059901,8.208898369,8.290257192,7.430731317,8.500094952,8.789341648,8.155233317
IRAK4,9.718076628,9.602686525,9.993784461,9.783133051,9.818927228,9.664479686,10.16206967,9.740934736,9.728970787,9.664422431,9.30160293,9.456144919,10.16080031,9.185807998,9.665242165,9.764500012,10.37790539,10.31147684,10.06947021,10.1631899,10.38212923,10.38092624,10.53377524,10.75532355,10.14399253,9.993602464,10.05949838,9.513774561,10.30314869,10.06070325,10.30205559,10.26776159,10.55531833,10.45735293
IRF1,10.6846195,9.567096417,10.27028916,10.36913834,9.091480712,10.63548953,8.427904263,10.24022357,10.32395409,9.475317711,8.854337098,8.723730417,9.43502155,10.53607771,10.01515402,9.716435399,10.41704378,10.28177174,10.21868156,10.9656971,10.62988737,10.61292066,9.957297285,10.40665167,11.50437887,10.31943032,10.25299185,10.24440791,10.70493887,10.62881596,10.09959508,11.69883492,11.08778613,10.60719369
IRF2,10.76110864,10.4577272,10.82524921,10.96379734,11.19250389,11.2060642,11.0639062,10.82128373,11.14998494,10.86204366,10.73511309,10.91246527,11.39773012,10.98485085,10.90571442,11.0652635,10.97305096,10.61154395,10.73975619,10.74698375,10.65850966,11.24396453,10.74188343,11.07436749,10.97085377,10.21444443,10.72264204,10.76225621,10.55017556,10.53752428,10.65897397,10.80091402,10.77897267,10.52552443
IRF3,8.90070295,8.543342064,8.928946102,9.053451184,8.996323479,8.942109328,8.723212124,8.880989976,8.803326231,8.280939665,8.386188262,8.449291247,9.110603903,8.475666192,9.340824518,8.990888821,9.847791364,10.09767643,9.813517767,9.993556909,10.36160383,9.976288028,10.3135631,10.3188612,10.26561554,10.27995004,9.882768201,9.308538244,10.4762382,10.32741019,10.28543176,10.02330644,10.55642257,10.62801645
IRF4,11.94483047,10.94954707,11.07172843,11.32467907,10.05759982,12.19815539,11.14332918,11.48235539,11.27253059,11.14908948,10.49052492,10.90246388,10.95068877,10.93164225,11.87936697,11.37491569,11.23837165,11.54022794,11.92316072,11.18291342,11.91614638,11.61701632,11.6828953,11.12302961,12.65349604,12.0699198,11.57491995,11.08639873,11.82447757,11.6715807,11.45535677,12.14974252,12.22605319,12.38885299
IRF5,8.410429685,8.438159827,8.191980508,8.563866731,7.066144928,7.988702022,8.379132462,8.498573898,8.221730582,7.853518442,7.417897122,7.815419146,8.558893208,7.740808261,8.667230718,8.138695416,9.241843838,9.370086626,8.737364325,9.067820253,9.488584658,8.922698371,9.086078214,9.449257841,9.272541602,8.633200222,8.795784899,8.045099099,9.412912261,9.181732735,8.781736645,9.191204857,9.876804489,8.957896543
IRF7,9.634586331,9.316481271,9.325247039,9.621010638,9.628207027,9.715237711,10.59382733,9.346136324,9.696670295,9.407048435,9.316399932,9.276787702,10.07145617,9.588220014,9.655258076,9.577845372,9.972453937,9.969899106,9.861165277,10.17829679,10.27990947,9.711020101,10.08429159,10.53087161,10.03253817,11.1966505,10.50310503,9.300421795,10.29169867,9.992946853,9.717683274,10.25707051,9.939088767,10.11154347
IRF8,11.08279445,10.71826775,11.25644804,11.95791795,9.209317202,10.59791207,10.95302917,11.70156703,11.32688819,10.23274741,10.43155357,10.79933941,11.21569367,10.19159809,11.19061986,11.3294819,11.82845683,11.85634762,11.89446529,11.55956241,12.06321477,11.06215585,11.92621734,12.23057129,11.66301533,9.864319447,10.98995745,10.02676728,10.96220681,11.38581475,10.80024377,11.71498384,12.29416064,12.27181357
IRGM,6.143063787,7.491709295,5.353261415,6.292062116,4.935441237,5.565490592,8.501904844,5.430528511,5.816746747,8.229157123,5.981798007,6.542400652,6.062467382,5.890703691,7.008895031,5.750424827,5.091601203,5.669646908,4.917185363,7.011835643,5.966018695,5.241976887,5.382063041,5.256249226,5.670900361,4.13995389,4.266778805,4.6381349,5.779586739,5.029729642,4.747466743,5.92316977,5.158575458,6.122066453
ISG15,9.725545299,8.831054443,9.180298703,9.519472612,9.760454825,9.911802845,9.228965443,9.175668036,9.193716206,8.5072901,9.120747359,8.542400652,9.371976218,9.921225636,9.292687997,8.819466471,9.465368229,9.663305381,9.380709736,9.43978903,9.991553787,9.82339903,9.945536119,9.747067762,9.977650927,11.77594796,10.64935584,9.553587509,9.849585674,9.604638478,9.181453345,10.23423687,10.6306439,10.87571079
ISG20,10.79463336,9.901993265,9.567206829,10.35130764,11.65960222,10.97488153,11.04774319,10.5409525,10.75098365,9.748754196,10.40312033,10.55309525,11.23639431,11.19832395,10.9274472,10.51158493,10.67215852,11.01355337,10.98058044,11.15616377,10.80251996,10.83399415,11.54095771,11.19459573,10.6875791,10.65805109,10.95935641,9.784976288,10.57872115,10.30171134,10.05265157,10.94923207,11.21700369,11.89792552
ITCH,11.36532341,11.03719751,11.29397029,11.49961219,12.24644568,11.78421893,11.19238075,11.4130036,11.62696132,11.50481761,11.56631844,11.56212374,11.69140758,11.68648704,11.41133249,11.4984861,11.17491837,10.97566861,11.26978059,10.55911857,10.89863185,11.32255931,10.8913911,10.94320151,11.06321778,11.03477165,11.61704542,11.32062794,11.0075308,11.08561458,10.98734062,11.20053467,10.86704752,11.15830397
ITGA1,10.9736035,11.03369157,10.66265031,11.24512289,11.14152932,10.37985457,10.0061907,10.97180116,10.69394566,10.61300491,11.0242621,10.75833805,10.40689012,11.24082868,10.9315893,10.50949709,10.85817051,10.5765375,11.03222901,10.74464361,10.43064548,11.40125464,10.85308263,11.07106424,11.12115255,11.25165659,10.93242368,12.4703468,11.00227188,10.76894769,11.0610475,10.75268111,9.725979587,10.07301223
ITGA2,9.33268459,9.40442897,8.825249206,8.847399447,12.01225683,9.033836935,7.713408949,8.832183798,8.127948436,9.069678909,9.318501455,9.164103699,8.70136869,9.599878219,9.079284359,8.822833322,8.069439553,7.74964623,8.730966554,8.214822665,8.016644768,9.073377283,8.736205761,6.887015416,8.557518561,8.942821421,8.376212046,8.716476351,8.725296583,8.379440893,8.771540878,8.820410196,8.074743867,8.346853389
ITGA2B,6.800538788,7.918381495,5.559712293,4.97890423,4.469777664,4.964039968,9.324366658,4.494658848,4.454176668,7.653748929,7.002859623,7.248115312,6.392615984,5.687170297,7.679104818,4.470316908,4.943502564,5.451466738,4.824075958,7.187515319,5.076201612,4.061404642,5.47226085,5.471977917,5.102616601,3.864319447,4.601197844,5.58566748,4.407617961,4.029729642,4.747466743,4.186204176,3.374304149,5.981203917
ITGA4,10.75868394,10.22018067,10.86349304,11.28379134,9.3559097,10.63060069,10.74342393,10.74835221,10.87403655,10.29589001,9.505359963,9.898276079,10.7833712,10.05004394,10.75492733,10.75130856,11.1800986,11.32911084,11.03092753,10.90132319,11.45277392,10.81896133,11.18024738,11.62567068,11.24674738,10.18054142,11.01117393,10.13798079,10.89190776,10.92387372,10.85357665,11.59323584,11.92291202,11.26660614
ITGA5,9.042996832,9.681613864,9.421006022,9.842902732,10.35823101,10.20803464,9.520763871,9.540952501,10.18468724,9.526918907,10.4169167,10.09406314,9.888834273,10.92586453,10.18299571,9.800807016,9.718467657,9.760084379,10.14118704,10.57061421,9.133397014,9.783870666,10.60029424,10.23574357,10.07277209,10.00225433,9.459178839,11.54115595,9.546567313,9.821254335,9.773245184,9.944057137,9.743537958,9.917388819
ITGA6,12.41428613,12.183361,11.52933864,11.36391685,13.5691881,12.19848579,11.05681677,11.92238161,11.28102777,11.95227659,12.41912172,12.24416091,11.77789013,12.82672165,11.71029944,11.80762023,10.96706962,10.8190375,11.80820955,11.18291342,10.90087963,11.69270298,11.4397928,10.20140984,11.62130367,12.37482337,11.50102352,11.69070295,11.73695265,11.71895114,11.71856809,11.58992636,10.60525858,12.09881372
ITGAE,9.388640996,9.090236524,9.406038446,9.697722478,9.805380696,9.353986487,9.317911636,9.700717636,9.844857454,9.190294301,9.339350012,9.357097549,9.962471592,9.558655556,9.287526292,9.613274861,9.531710724,9.304362444,9.456344174,9.192102588,9.123165091,9.476442141,9.254415218,9.343712067,9.22762918,8.658051086,9.239071876,9.240170914,9.117816646,9.152126273,8.631989526,9.055198164,9.283863931,9.223278704
ITGAL,10.11679813,9.778159495,10.58059966,10.64617708,8.878360142,11.08762625,11.09632767,10.15473227,11.18727272,10.5141906,9.62395591,9.946122838,10.83254129,9.948837867,11.42020337,11.41003603,11.12743966,11.43387832,10.66872942,10.95291492,11.43788742,10.90689469,11.06177014,11.61380123,11.6598492,9.753383046,10.48889117,9.770359192,10.83091929,10.87521969,10.33819772,11.4053727,11.98204543,11.70563032
ITGAM,8.40733709,8.889855797,8.718910887,8.6556093,7.577306129,9.09474366,9.244932191,8.781668527,8.816746747,8.987059293,8.188955915,8.853986803,9.095575694,8.110381728,8.941482109,8.785358617,9.147677127,8.836756893,8.60368589,8.57237467,9.125729883,8.597457542,8.731647479,9.392165335,8.662488121,8.190039121,8.091945003,8.161696856,8.250892458,8.925893831,8.80525024,8.747598206,8.92205557,8.317853517
ITGAX,10.55157957,9.589101725,10.27304152,9.787819666,8.904008729,10.4581024,10.11195833,10.47193877,11.13800677,10.07235304,9.041540091,9.21347831,10.25398491,9.591143409,10.58966973,10.70553337,10.05597729,10.14963985,10.17221393,10.52407163,10.75278099,9.291505158,10.52326375,10.37886851,11.12191974,7.587935488,8.419173882,9.003207486,9.740115298,10.09102582,8.654357339,10.71237735,10.74159755,9.707028953
ITGB1,12.82319671,12.9522025,12.52395688,12.69523006,13.98002378,13.33832999,12.32409828,12.93778258,12.87804293,12.94554649,13.51730211,13.41159054,12.69681172,13.62630425,13.07947103,12.82493362,12.76039973,12.4063752,13.06740865,12.57061421,12.32496636,13.24346787,13.07936695,12.61039195,12.97998008,13.03345328,12.7669712,13.83543937,12.947689,12.82468696,13.0652272,12.53665231,12.34776236,12.70877535
ITGB2,10.86733149,10.38411999,11.0988711,11.29480854,9.068982088,11.18754241,10.65314842,10.88323775,11.47125018,10.53469626,9.368040916,10.20400911,10.71945399,10.27758723,11.18021327,11.06028009,11.18061561,11.58871931,11.07200347,11.41939381,11.85910349,10.97069773,11.27414064,11.75532355,11.92543464,10.35279387,10.80863298,10.36799838,10.9013557,11.71506247,10.64414845,11.97374402,12.36645572,11.39710816
ITGB3,7.388640996,8.257587582,7.401014547,7.300832325,8.34892327,7.418941928,7.666758856,7.66458385,6.646821746,7.639393636,7.417897122,7.299830349,7.308223797,7.525419227,7.589669735,6.805919939,7.852990271,7.557856082,7.756389151,8.314959336,7.756923096,8.529553477,8.422220168,7.056940418,7.814491214,8.401026779,7.537632715,8.366055354,8.391617483,8.217356645,8.715912009,7.29240358,7.876804489,7.865726699
ITGB4,11.6219689,11.59523072,11.19198051,10.69689215,13.48539183,11.58128575,10.40676918,11.1719955,10.51512988,10.84024321,11.74374027,11.57424952,10.7589382,11.57572907,10.75211962,10.68069835,11.34967884,11.33460873,11.82820277,11.39969801,11.13848589,11.79837024,11.92721436,10.2992324,11.65190337,12.46677414,11.92343683,12.05387667,12.19090512,12.16871244,12.13183541,11.34831572,11.11126974,12.49386842
ITK,9.4768416,9.688000307,10.38414073,10.48043988,9.694009085,9.987172934,11.95822683,10.4025945,10.66084222,10.47329571,10.06300728,10.3740849,11.38953878,10.24268902,10.62386088,10.34126869,10.14979097,10.67910724,10.32019739,10.86084128,10.30841089,10.81361801,11.53442967,11.42682045,10.37649257,8.920172682,10.2599018,9.073953961,10.54897381,9.580903829,10.36217659,10.72104741,10.61058415,11.6368493
JAK1,11.70868609,11.47666388,11.9175575,12.17530144,11.88883494,11.92224265,11.83818823,11.86212108,12.08040719,11.52545597,11.5399936,11.72373042,12.17903414,11.65888802,12.16973106,12.14677776,12.13546208,12.24694321,11.98764178,11.95763733,12.1570975,11.84887193,12.13263497,12.27287782,12.23473957,11.40143565,11.90812378,11.62397684,11.73378305,12.07988061,11.73527733,12.32632385,12.45526968,11.9590709
JAK2,11.07160506,10.91729472,11.26153855,11.30028575,11.31048067,11.62323623,11.37499273,11.08092755,11.48392401,11.01443307,11.09400751,11.06372066,11.64312975,11.31431724,11.50325498,11.12307654,11.49684646,11.57400424,11.47895063,10.88015858,11.37783229,11.08894209,11.12570309,11.26277891,11.65349604,11.12170729,11.08973058,11.24017091,10.95315032,11.50950991,10.92967007,11.74589992,11.68314877,11.82186081
JAK3,10.48639834,9.834512763,11.29351853,11.01466142,9.214451354,10.50693841,10.47023817,10.63376527,11.49752951,10.44777869,9.486792203,9.597166455,10.87276358,10.07113635,11.25086782,11.3442004,11.0078448,11.4887055,11.04130667,11.53629985,12.06354923,10.71484688,11.62999055,12.32719248,11.62455542,9.896002515,10.48720971,9.802323532,11.25899958,11.40862655,10.35990998,11.90311888,12.34871874,11.69650597
JAM3,9.385501289,9.868647519,9.300280123,9.910358079,8.520403737,9.23534199,9.946069706,9.67153661,9.26153159,9.666193696,9.875902448,9.813641333,9.564361421,9.594060893,10.02449189,9.252925167,9.786617249,9.845185516,10.04775593,9.757080715,9.458380588,9.916065278,10.06267778,10.03845485,9.837092643,9.412431543,9.875073809,10.93603376,9.818006957,9.632943847,10.01713292,9.740793028,9.346486204,9.900372842
KIR3DL1,7.082309756,8.187198254,5.267531541,4.634949829,5.469777664,4.193521814,7.998138426,5.363414315,4.149322086,8.326454325,6.764699886,7.68146469,6.633624084,5.730239019,8.282346053,4.98489008,3.981976712,4.421719394,4.672072865,5.84709088,4.573701272,4.798370236,4.515329572,4.945909105,4.566563701,4.316831652,4.387073038,4.830779978,3.127510042,4.383366596,4.439344448,4.186204176,4.452306661,5.219363654
KIR3DL2,7.018884376,7.927046356,5.353261415,4.39394173,4.662422742,5.012949569,9.726465102,5.219024406,4.061859245,7.595450289,7.064260167,7.205365665,7.308223797,5.687170297,7.655258076,5.165462326,3.821512039,4.790953204,4.087110364,7.178296789,4.512300727,4.476442141,4.128306449,4.694370338,5.244635606,3.52328253,4.91314185,4.354341934,4.227045716,4.50366083,4.690883215,4.970475485,5.062360142,5.396241416
KIR3DL3,6.692898065,7.810128605,4.559712293,3.934510111,3.77789996,4.106058973,8.943276491,4.829077887,3.762298963,7.511237285,7.303726102,7.183506231,6.910464289,3.964704273,7.572795916,4.077999485,3.640939794,4.480613083,3.502147863,6.196675318,3.573701272,4.061404642,3.235221653,4.302052916,3.945075324,1.938320029,3.650107444,2.6381349,3.905117621,3.181732735,3.953917621,3.338207269,4.452306661,4.017729793
KIR_Activating_Subgroup_1,-0.456849055,3.350696986,-0.347178303,-0.065489889,1.077460242,3.691021474,4.019512077,-0.028903108,4.149322086,3.454969065,3.216263261,4.056973825,-0.066815635,2.964704273,3.622836598,0.077999485,-0.265950802,-0.163243107,-0.082814637,-0.10710543,-0.011261229,0.154514046,0.427866731,0.302052916,0.244635606,3.316831652,3.328179349,4.078707491,4.127510042,-0.14019536,3.216952026,0.016279175,0.204379147,0.695801698
KIR_Activating_Subgroup_2,6.554378201,8.630804905,4.460176619,4.182437624,4.935441237,5.193521814,9.393528683,4.925293203,3.968749841,7.802892369,7.251887171,7.584711457,6.562540986,4.964704273,7.938192039,4.325926998,3.319011699,3.644111816,4.087110364,6.775537619,3.573701272,1.154514046,4.675794244,4.887015416,4.636953029,3.52328253,3.743216849,3.531219696,4.127510042,4.50366083,3.047027025,4.103742016,3.663810766,4.695801698
KIR_Inhibiting_Subgroup_1,5.497347256,5.002773682,4.559712293,4.792491106,5.077460242,4.498376396,4.932049236,4.971096892,4.705715435,5.317465541,4.894335166,4.150083229,4.325501788,5.812701179,5.250867821,5.032195795,4.257611154,4.743647489,5.087110364,5.062819571,4.796093693,5.76922389,5.071722921,4.549980429,5.636953029,4.616391934,6.202648467,5.116182197,5.490080121,5.286069395,4.690883215,5.22573254,4.452306661,5.783264539
KIR_Inhibiting_Subgroup_2,5.298038447,4.791269577,4.938223916,5.292062116,4.935441237,4.498376396,4.391480854,5.058559733,4.705715435,4.802892369,4.479297667,3.73504573,3.840074961,6.197365029,5.686966936,5.077999485,4.4889367,3.924219735,4.871381673,5.319159325,3.988738771,6.363967412,5.557149748,3.887015416,5.829598107,4.423746856,6.251011489,5.078707491,5.568082633,4.717785635,4.854381947,4.92316977,4.959266649,5.825084715
KIT,8.50604695,9.111298139,9.030032227,9.074061463,8.148922604,8.724444475,8.844938572,9.942640446,8.475487174,8.825260182,9.184354013,8.931442943,9.241523396,9.339743704,8.589669735,8.942185629,9.005512226,9.356393146,9.174573205,7.996182378,7.99436332,9.767382543,8.874949957,8.641902919,9.340032629,7.468140975,8.43321482,9.379601886,9.05824738,8.989087657,9.214445171,8.641988018,8.539769502,10.25613453
KLRB1,10.45079275,10.34181386,11.13108573,11.19953905,11.51260958,11.4924604,11.60976888,11.29977182,10.81423989,10.55491454,10.27695919,10.76479307,12.6645034,10.70212064,11.6037551,11.48420449,11.11613279,11.14736968,11.11930919,10.96301551,10.75195114,11.29278585,11.34000759,10.73355052,11.28149605,9.579287939,10.79985456,9.842007233,11.2104194,10.59197207,11.23870317,11.02330644,10.91260088,10.93897568
KLRC1,7.479788884,8.479980003,7.199716157,8.389837331,6.344246782,6.860946475,9.224370868,6.752456606,6.894749259,8.257632292,7.807224502,7.815419146,7.540514679,7.488266229,8.271929437,6.186523942,6.756417011,6.026581452,6.685369687,7.586381528,5.871381821,7.073377283,6.637320096,6.887015416,6.511422146,5.786316935,7.457462366,7.040233343,7.978366603,7.286069395,6.892517076,7.467490286,7.193063834,6.999582446
KLRC2,8.154175742,8.278051684,7.325247039,8.360774866,7.742796159,6.645217784,9.473145851,7.247221297,7.26153159,8.511237285,8.018456478,8.359536595,7.863921703,7.642776178,7.835830322,6.585794125,7.756417011,6.91357249,7.568237054,8.376710347,7.076201612,9.058395892,7.740749686,8.817752754,7.289029725,7.10824503,9.071891776,7.682529019,9.642083215,7.978745713,8.974804987,7.947016512,7.170163432,6.673081621
KLRD1,6.018884376,6.918381495,7.079086452,7.82325336,6.897639204,6.847525959,8.475081056,7.454912669,7.26153159,7.587994484,8.008077332,7.657877869,8.072735718,8.000328182,7.622836598,7.043783769,6.54140412,6.480613083,7.274737367,6.352326189,6.381056194,7.902706896,6.100292073,6.809847556,7.175372943,5.883178475,6.991144362,7.040233343,6.920067962,6.601271627,6.40457903,7.145562191,6.374304149,7.070841129
KLRF1,7.497347256,8.205120162,6.729637294,7.352362626,5.469777664,6.445908976,7.179976749,7.190265413,6.944502294,8.145284566,7.044082285,7.23754607,7.35944912,6.343215896,7.821616463,6.553732916,6.28863805,6.494968376,7.309502785,7.799785166,6.431682267,6.754426888,5.749794826,7.147542967,6.888491796,6.075823553,5.471137303,6.517280505,5.874743972,6.717785635,6.676383645,6.555437986,6.452306661,6.310511542
KLRG1,7.344050845,7.311526389,7.961160727,8.948530581,6.818927228,9.300815828,9.500005311,8.27487764,7.816746747,8.695977165,7.394181053,7.633899006,9.638816753,7.272132798,9.169029529,9.0292842,8.792040921,8.584949743,8.9030273,7.36050012,7.646950254,7.909401548,7.322684494,8.115834107,9.019422665,7.761050177,7.679854788,7.152708073,7.153045134,8.778667877,7.854381947,7.892796121,7.498999896,9.175581962
KLRK1,9.030990979,8.821791522,9.298480129,10.36496266,8.282031386,9.09474366,9.681918663,9.397361647,9.070287867,9.666193696,9.08909202,9.023527342,9.745361671,9.126591955,9.673179984,9.630668582,8.958050872,9.103543434,9.025709819,8.709878193,8.222358448,9.049331809,8.567418083,9.454337758,9.414560607,8.174812647,9.383461785,8.265408205,9.593950719,9.095818832,8.701663053,9.929168511,9.46176699,9.269448885
LAG3,9.126233713,8.497538374,10.11020258,9.42836556,8.054740165,9.255806093,9.096956162,9.613148585,10.30026398,9.641195879,8.054206503,8.121626783,9.85948036,9.311661162,9.692835534,9.252925167,10.15400938,9.86466289,9.444662369,10.29590659,10.51621578,10.16434266,10.24164792,8.52605459,10.60548269,9.120217672,8.962385369,9.642957283,9.370003669,9.363630378,9.24669937,10.19120486,10.60845628,9.855673035
LAIR2,9.491518177,9.751576422,9.097836543,9.029907134,8.569313338,9.066060905,10.18589672,9.786480188,9.672884042,9.76537529,8.845619881,9.683412961,10.09431625,8.978166532,9.855148499,8.613274861,9.559007939,9.773394832,9.522664881,10.0464466,10.08677085,9.848001003,9.301310843,10.86238575,9.870344449,9.344312388,8.582420637,8.59233121,9.482546449,9.59958525,8.974804987,9.885101729,10.63169199,10.77528648
LAMP1,12.33492433,12.17769936,12.44662819,12.38932346,13.72907257,12.8630322,12.50806111,12.49539373,12.50661533,12.30870392,12.81599018,12.79348851,13.11511306,12.97872474,12.57226542,12.51705117,12.8918698,12.52456996,12.71666937,12.61164148,12.75029,13.08691337,13.04900284,12.88160457,12.96978881,13.01793814,12.79408581,12.81270397,13.01951068,12.90982331,13.1542441,12.58589748,12.64161105,13.09614749
LAMP2,10.92901335,11.07179617,11.02459834,11.27769583,11.51000214,10.87258788,10.75621245,11.30033263,10.62696132,10.56918463,10.70007904,10.77670488,11.1680018,11.03616664,10.93406887,10.57784537,11.54462083,11.25724351,11.28022499,11.00272522,11.04062743,11.84538506,11.68584379,11.42940246,11.43198768,11.52778392,11.60158645,11.51026008,11.52044073,11.36064652,11.77452209,11.14684974,11.23021082,11.47387883
